避難收容處所名稱,縣市及鄉鎮市區,經度,緯度,is_indoor,nearest_station,nearest_aqi,distance_km,risk_label
僑智國小,屏東縣內埔鄉,120.5566,22.595,True,潮州,74,8.01,Normal
萬金天主教堂,屏東縣萬巒鄉,120.6112,22.5951,True,潮州,74,9.51,Normal
嘉蘭國小 Jialan Elementary School,臺東縣金峰鄉,120.961523,22.595308,True,臺東,27,26.31,Normal
高雄市鳳山區鳳翔國民小學,高雄市鳳山區,120.340798,22.595332,True,小港,104,3.3,High Risk
高雄市立鳳翔國民中學,高雄市鳳山區,120.348197,22.59641,True,小港,104,3.57,High Risk
萬丹國中,屏東縣萬丹鄉,120.4881,22.5966,True,大寮,113,7.39,High Risk
嘉蘭村活動中心 Jialan Activity Center,臺東縣金峰鄉,120.959985,22.596696,True,臺東,27,26.33,Normal
高雄市鳳山區福誠國民小學,高雄市鳳山區,120.325055,22.596813,True,復興,118,1.88,High Risk
高雄市立五甲國民中學,高雄市鳳山區,120.328691,22.598112,True,復興,118,2.08,High Risk
高雄市鳳山區中崙國民小學,高雄市鳳山區,120.350798,22.599431,True,鳳山,115,3.26,High Risk
大發公有市場3樓,高雄市大寮區,120.397972,22.600592,True,大寮,113,4.93,High Risk
高雄市前鎮區瑞祥國民小學,高雄市前鎮區,120.326798,22.600692,True,復興,118,1.76,High Risk
高雄市旗津區中洲國民小學,高雄市旗津區,120.2764,22.6008,True,前鎮,115,3.3,High Risk
高雄市立瑞祥高級中學,高雄市前鎮區,120.324758,22.602208,True,復興,118,1.49,High Risk
高雄市立大寮幼兒園,高雄市大寮區,120.422136,22.602808,True,大寮,113,4.31,High Risk
高雄市立大寮國民中學,高雄市大寮區,120.39266,22.602926,True,鳳山,115,4.58,High Risk
高雄市立中崙國民中學,高雄市鳳山區,120.353555,22.603304,True,鳳山,115,2.79,High Risk
三隆里社區活動中心,高雄市大寮區,120.406342,22.60349,True,大寮,113,4.79,High Risk
高雄市鳳山區正義國民小學,高雄市鳳山區,120.340127,22.603997,True,復興,118,2.93,High Risk
正興村活動中心Zhengxing Activity Center,臺東縣金峰鄉,120.996484,22.604086,True,臺東,27,23.08,Normal
泰武活動中心,屏東縣泰武鄉,120.6117,22.6046,True,潮州,74,10.44,Normal
高雄市立獅甲國民中學,高雄市前鎮區,120.3083,22.6051,True,前鎮,115,0.07,High Risk
竹田鄉立幼兒園,屏東縣竹田鄉,120.5476216,22.60513,True,潮州,74,9.23,Normal
高雄市大寮區永芳國民小學,高雄市大寮區,120.395195,22.605277,True,鳳山,115,4.64,High Risk
高雄市前鎮區瑞豐國民小學,高雄市前鎮區,120.337,22.6061,True,復興,118,2.58,High Risk
金湯營區,高雄市鳳山區,120.3623,22.6077,False,鳳山,115,2.33,High Risk
中正營區,高雄市鳳山區,120.3623,22.6077,False,鳳山,115,2.33,High Risk
高雄市大寮區山頂國民小學,高雄市大寮區,120.388806,22.607807,True,鳳山,115,3.93,High Risk
高雄市前鎮區復興國民小學,高雄市前鎮區,120.311425,22.608203,True,復興,118,0.08,High Risk
高雄市前鎮區樂群國民小學,高雄市前鎮區,120.322489,22.608234,True,復興,118,1.08,High Risk
山頂里社區活動中心,高雄市大寮區,120.388518,22.608247,True,鳳山,115,3.88,High Risk
高雄市前鎮區民權國民小學,高雄市前鎮區,120.314444,22.608482,True,復興,118,0.25,High Risk
高雄市旗津區旗津國民小學,高雄市旗津區,120.2715,22.609,True,前金,105,3.18,High Risk
高雄市竹西里活動中心,高雄市前鎮區,120.3198654,22.60930404,True,復興,118,0.81,High Risk
內埔國小,屏東縣內埔鄉,120.5659,22.61,True,潮州,74,9.67,Normal
高雄市立中正高級工業職業學校,高雄市前鎮區,120.317629,22.610595,True,復興,118,0.61,High Risk
高雄市立光華國民中學,高雄市前鎮區,120.322944,22.61083,True,復興,118,1.15,High Risk
內埔鄉文康中心,屏東縣內埔鄉,120.5695,22.611,True,潮州,74,9.81,Normal
高雄市立瑞豐國民中學,高雄市前鎮區,120.331091,22.611085,True,復興,118,1.98,High Risk
內埔國中,屏東縣內埔鄉,120.5705,22.6113,True,潮州,74,9.85,Normal
大王國小,臺東縣太麻里鄉,121.003685,22.613304,True,臺東,27,21.82,Normal
高雄市鳳山區新甲國民小學,高雄市鳳山區,120.339923,22.613771,True,鳳山,115,2.4,High Risk
高雄市苓雅區成功國民小學,高雄市苓雅區,120.297064,22.613929,True,前鎮,115,1.56,High Risk
高雄市前鎮區愛群國民小學,高雄市前鎮區,120.312716,22.61396,True,復興,118,0.59,High Risk
武侯宮,高雄市大寮區,120.411173,22.613987,True,大寮,113,5.73,High Risk
光武里社區活動中心,高雄市大寮區,120.384658,22.614458,True,鳳山,115,3.18,High Risk
高雄市苓洲國民小學,高雄市苓雅區,120.3005,22.6145,True,復興,118,1.35,High Risk
順安府,臺東縣太麻里鄉,120.993368,22.614936,True,臺東,27,22.44,Normal
太麻里鄉老人會館,臺東縣太麻里鄉,120.993368,22.614936,True,臺東,27,22.44,Normal
社皮國小,屏東縣萬丹鄉,120.4681,22.615,True,屏東,78,6.77,Normal
高雄市立英明國民中學,高雄市苓雅區,120.324395,22.615251,True,復興,118,1.46,High Risk
東寧國小,屏東縣內埔鄉,120.5629,22.6155,True,屏東,78,10.0,Normal
老人文康活動中心,屏東縣萬丹鄉,120.4691,22.6157,True,屏東,78,6.67,Normal
老人文康活動中心,屏東縣萬丹鄉,120.4691,22.6157,True,屏東,78,6.67,Normal
廣安國小,屏東縣萬丹鄉,120.4905,22.6157,True,屏東,78,6.39,Normal
竹田國中,屏東縣竹田鄉,120.524088,22.615722,True,屏東,78,7.37,Normal
黃厝北極上帝殿,高雄市大寮區,120.410497,22.616179,True,鳳山,115,5.61,High Risk
富田國小,屏東縣內埔鄉,120.5401,22.6163,True,屏東,78,8.27,Normal
高雄市大寮區忠義國民小學,高雄市大寮區,120.384143,22.616353,True,鳳山,115,3.04,High Risk
高雄市立鳳甲國民中學,高雄市鳳山區,120.342588,22.616576,True,鳳山,115,1.99,High Risk
高雄市鳳山區誠正國民小學,高雄市鳳山區,120.363867,22.616848,True,鳳山,115,1.42,High Risk
高雄市鳳山區鳳西國民小學,高雄市鳳山區,120.358728,22.61715,True,鳳山,115,1.23,High Risk
高雄市鳳山區忠孝國民小學,高雄市鳳山區,120.349428,22.617854,True,鳳山,115,1.41,High Risk
高雄市立苓雅國民中學,高雄市苓雅區,120.30541,22.618047,True,復興,118,1.24,High Risk
忠義里里辦公處2樓,高雄市大寮區,120.382478,22.618515,True,鳳山,115,2.78,High Risk
中興里社區活動中心,高雄市大寮區,120.387461,22.618811,True,鳳山,115,3.25,High Risk
高雄市苓雅區福康國民小學,高雄市苓雅區,120.32935,22.618957,True,復興,118,2.11,High Risk
黃埔營區,高雄市鳳山區,120.3656,22.6192,False,鳳山,115,1.3,High Risk
高雄市立忠孝國民中學,高雄市鳳山區,120.346448,22.619923,True,鳳山,115,1.45,High Risk
新濱營區,高雄市鼓山區,120.2745,22.6202,False,前金,105,1.98,High Risk
高雄市政府社會局安琪兒家園,高雄市苓雅區,120.312,22.6205,True,復興,118,1.31,High Risk
高雄市政府社會局陽光家園,高雄市苓雅區,120.312,22.6205,True,復興,118,1.31,High Risk
高雄市苓雅區五權國民小學,高雄市苓雅區,120.324166,22.62062,True,復興,118,1.82,High Risk
育英國小,屏東縣內埔鄉,120.5815,22.6207,True,潮州,74,11.05,Normal
高雄市立高雄高級女子中學,高雄市前金區,120.2927,22.6209,True,前金,105,1.57,High Risk
高雄市鹽埕區光榮國民小學,高雄市鹽埕區,120.288,22.621,True,前金,105,1.44,High Risk
謝府元帥廟,高雄市大寮區,120.393778,22.621389,True,鳳山,115,3.81,High Risk
高雄市鹽埕區忠孝國民小學,高雄市鹽埕區,120.2852,22.6216,True,前金,105,1.38,High Risk
高雄市苓雅區四維國民小學,高雄市苓雅區,120.312653,22.623092,True,復興,118,1.6,High Risk
翁園里社區活動中心,高雄市大寮區,120.408663,22.623246,True,鳳山,115,5.29,High Risk
高雄市大寮區翁園國民小學,高雄市大寮區,120.408663,22.623246,True,鳳山,115,5.29,High Risk
高雄市鼓山區鼓山國民小學,高雄市鼓山區,120.2713,22.6236,True,前金,105,1.96,High Risk
高雄市立鹽埕國民中學,高雄市鹽埕區,120.2879,22.6236,True,前金,105,1.15,High Risk
高雄市鹽埕區鹽埕國民小學,高雄市鹽埕區,120.2829,22.6237,True,前金,105,1.2,High Risk
高雄市鳳山區大東國民小學,高雄市鳳山區,120.362625,22.623852,True,鳳山,115,0.71,High Risk
高雄市苓雅區福東國民小學,高雄市苓雅區,120.3269,22.6241,True,復興,118,2.29,High Risk
高雄市立新興高級中學,高雄市新興區,120.304,22.6244,True,復興,118,1.93,High Risk
鹽埕區公所11樓大禮堂,高雄市鹽埕區,120.2868,22.6248,True,前金,105,1.01,High Risk
高雄市鳳山區鳳山國民小學,高雄市鳳山區,120.356507,22.624823,True,鳳山,115,0.38,High Risk
鳳山區公所大禮堂,高雄市鳳山區,120.3592,22.6252,True,鳳山,115,0.37,High Risk
高雄市立鳳山國民中學,高雄市鳳山區,120.372009,22.625285,True,鳳山,115,1.53,High Risk
高雄市立高雄高級高商職業學校,高雄市新興區,120.3095,22.6257,True,復興,118,1.91,High Risk
高雄市前金區前金國民小學,高雄市前金區,120.293922,22.626351,True,前金,105,1.12,High Risk
高雄市立中正高級中學,高雄市苓雅區,120.338791,22.626491,True,鳳山,115,1.92,High Risk
高雄市新興區新興國民小學,高雄市新興區,120.305317,22.627003,True,前金,105,2.05,High Risk
萬安活動中心,屏東縣泰武鄉,120.6384,22.6274,True,潮州,74,14.05,Normal
前金區公所5樓大禮堂,高雄市前金區,120.2943,22.6276,True,前金,105,1.04,High Risk
高雄市新興區大同國民小學,高雄市新興區,120.2985,22.628,True,前金,105,1.37,High Risk
高雄市鳳山區中正國民小學,高雄市鳳山區,120.37408,22.628249,True,鳳山,115,1.71,High Risk
溪寮里社區活動中心,高雄市大寮區,120.420494,22.628398,True,鳳山,115,6.47,High Risk
基督教鳳山長老教會,高雄市鳳山區,120.361,22.6284,True,鳳山,115,0.37,High Risk
高雄市立前金國民中學,高雄市前金區,120.2905,22.6294,True,前金,105,0.63,High Risk
國立鳳山高級中學,高雄市鳳山區,120.345723,22.629893,True,鳳山,115,1.22,High Risk
排灣社區活動中心,屏東縣瑪家鄉,120.6264,22.63,True,潮州,74,13.64,Normal
高雄市苓雅區中正國民小學,高雄市苓雅區,120.333309,22.630177,True,鳳山,115,2.49,High Risk
高雄市鳳山區瑞興國民小學,高雄市鳳山區,120.368353,22.63018,True,鳳山,115,1.14,High Risk
鳳山街友服務中心,高雄市鳳山區,120.3648,22.6303,True,鳳山,115,0.79,High Risk
高雄市大寮區溪寮國民小學,高雄市大寮區,120.420439,22.630524,True,鳳山,115,6.47,High Risk
高雄市鳳山區中山國民小學,高雄市鳳山區,120.349906,22.630617,True,鳳山,115,0.82,High Risk
高雄市立青年國民中學,高雄市鳳山區,120.349,22.630785,True,鳳山,115,0.91,High Risk
泰安國小,屏東縣內埔鄉,120.5943,22.6308,True,屏東,78,11.88,Normal
北里活動中心,臺東縣太麻里鄉,120.9994,22.6313,True,臺東,27,20.75,Normal
高雄市新興區信義國民小學,高雄市新興區,120.311,22.6316,True,前金,105,2.5,High Risk
高雄市鼓山區壽山國民小學,高雄市鼓山區,120.280013,22.631757,True,前金,105,0.73,High Risk
高雄市前金區建國國民小學,高雄市前金區,120.2979,22.6324,True,前金,105,1.16,High Risk
高雄市立壽山國民中學,高雄市鼓山區,120.278437,22.633012,True,前金,105,0.86,High Risk
高雄市三民區河濱國民小學,高雄市三民區,120.2878,22.634,True,前金,105,0.11,High Risk
高雄市新興區七賢國民小學,高雄市新興區,120.307,22.634,True,前金,105,2.08,High Risk
高雄市鳳山區文華國民小學,高雄市鳳山區,120.352746,22.6344,True,鳳山,115,0.85,High Risk
高雄市大寮區中庄國民小學,高雄市大寮區,120.397497,22.634717,True,鳳山,115,4.18,High Risk
"千歲,千北,立德,鳳南聯合里活動中心",高雄市三民區,120.2906,22.6354,True,前金,105,0.43,High Risk
三塊厝聯合里活動中心,高雄市三民區,120.2958,22.6361,True,前金,105,0.96,High Risk
高雄市苓雅區凱旋國民小學,高雄市苓雅區,120.319935,22.636415,True,復興,118,3.19,High Risk
高雄市立中庄國民中學,高雄市大寮區,120.401844,22.636416,True,鳳山,115,4.65,High Risk
高雄市三民區三民國民小學,高雄市三民區,120.2911,22.6367,True,前金,105,0.54,High Risk
鼓山區行政中心七樓大禮堂,高雄市鼓山區,120.281,22.6368,True,前金,105,0.67,High Risk
江山里社區活動中心,高雄市大寮區,120.411378,22.63768,True,鳳山,115,5.64,High Risk
高雄市大寮區後庄國民小學,高雄市大寮區,120.389503,22.637822,True,鳳山,115,3.46,High Risk
屏東市公館國小,屏東縣屏東市,120.4822,22.6379,True,屏東,78,3.96,Normal
高雄市立高雄高級中學,高雄市三民區,120.298,22.6382,True,前金,105,1.25,High Risk
高雄市三民區光武國民小學,高雄市三民區,120.3343,22.6388,True,鳳山,115,2.65,High Risk
北辰宮,高雄市鳳山區,120.3658,22.6393,True,鳳山,115,1.51,High Risk
高雄市鼓山區鼓岩國民小學,高雄市鼓山區,120.283,22.6401,True,前金,105,0.79,High Risk
高雄市立民族國民中學,高雄市三民區,120.33318,22.640511,True,鳳山,115,2.84,High Risk
"德北,十全,十美聯合里活動中心",高雄市三民區,120.2951,22.6406,True,前金,105,1.13,High Risk
高雄市鳳山區文德國民小學,高雄市鳳山區,120.353925,22.640693,True,鳳山,115,1.44,High Risk
寶安里活動中心,高雄市三民區,120.3289,22.6407,True,鳳山,115,3.24,High Risk
後庄老人活動中心,高雄市大寮區,120.390201,22.640743,True,鳳山,115,3.64,High Risk
麟洛鄉公所,屏東縣麟洛鄉,120.536,22.641,True,屏東,78,6.08,Normal
國立屏東科技大學孟祥體育館,屏東縣內埔鄉,120.5960839,22.64119569,True,屏東,78,11.64,Normal
屏東縣立公正國中,屏東縣屏東市,120.4842,22.6412,True,屏東,78,3.57,Normal
義和代天府,高雄市大寮區,120.420934,22.641423,True,鳳山,115,6.68,High Risk
高雄市鳳山區鎮北國民小學,高雄市鳳山區,120.368052,22.642652,True,鳳山,115,1.95,High Risk
新興國小 Xingxing Elementary School,臺東縣金峰鄉,121.002857,22.64298,True,臺東,27,19.63,Normal
"德智,德仁里活動中心",高雄市三民區,120.3088,22.643,True,前金,105,2.48,High Risk
寶珠溝里活動中心,高雄市三民區,120.3339,22.6431,True,鳳山,115,2.93,High Risk
高雄市立陽明國民中學,高雄市三民區,120.340424,22.643129,True,鳳山,115,2.41,High Risk
高雄市三民區民族國民小學,高雄市三民區,120.3202,22.6435,True,前金,105,3.59,High Risk
高雄市避難收容暨備災訓練中心,高雄市鳳山區,120.3648,22.6436,True,鳳山,115,1.88,High Risk
中都地區聯合里活動中心,高雄市三民區,120.283,22.6442,True,前金,105,1.21,High Risk
高雄市立正興國民中學,高雄市三民區,120.319684,22.644461,True,前金,105,3.58,High Risk
高雄市三民區愛國國民小學,高雄市三民區,120.3137,22.6445,True,前金,105,3.01,High Risk
高雄市三民區博愛國民小學,高雄市三民區,120.3067,22.6453,True,前金,105,2.41,High Risk
高雄市三民區陽明國民小學,高雄市三民區,120.3356,22.6457,True,鳳山,115,2.97,High Risk
高雄市三民區正興國民小學,高雄市三民區,120.3261,22.6463,True,鳳山,115,3.8,High Risk
高雄市立三民國民中學,高雄市三民區,120.306679,22.64653,True,前金,105,2.48,High Risk
高雄市三民區十全國民小學,高雄市三民區,120.2987,22.6467,True,前金,105,1.88,High Risk
"安東,安和,達明聯合里活動中心",高雄市三民區,120.304,22.6467,True,前金,105,2.27,High Risk
高雄市三民區公所,高雄市三民區,120.2998,22.6476,True,前金,105,2.03,High Risk
麟洛國中,屏東縣麟洛鄉,120.5227,22.648,True,屏東,78,4.52,Normal
高雄市立文山高級中學,高雄市鳥松區,120.352786,22.64819,True,鳳山,115,2.28,High Risk
寶盛里活動中心,高雄市三民區,120.3263,22.6483,True,鳳山,115,3.9,High Risk
高雄市三民區東光國民小學,高雄市三民區,120.3397,22.649,True,鳳山,115,2.95,High Risk
安宜里活動中心,高雄市三民區,120.2967,22.6498,True,前金,105,2.04,High Risk
屏東市前進國小,屏東縣屏東市,120.4583,22.6502,True,屏東,78,3.97,Normal
高雄市立高雄高級工業職業學校,高雄市三民區,120.326452,22.65063,True,鳳山,115,4.05,High Risk
麟洛鄉圖書館,屏東縣麟洛鄉,120.5272,22.6507,True,屏東,78,4.73,Normal
麟洛國小,屏東縣麟洛鄉,120.5272,22.6507,True,屏東,78,4.73,Normal
老人文康活動中心,高雄市鳥松區,120.3953,22.6511,True,鳳山,115,4.65,High Risk
高雄市立鼓山高級中學,高雄市鼓山區,120.27469,22.651425,True,前金,105,2.31,High Risk
高雄市鼓山區九如國民小學,高雄市鼓山區,120.278711,22.652148,True,前金,105,2.19,High Risk
佳義基督長老教會教育館,屏東縣瑪家鄉,120.6311,22.6536,True,屏東,78,14.84,Normal
高雄市鳥松區大華國民小學,高雄市鳥松區,120.340501,22.653733,True,鳳山,115,3.34,High Risk
高雄市鼓山區龍華國民小學,高雄市鼓山區,120.2977,22.655,True,左營,112,2.26,High Risk
本和里活動中心,高雄市三民區,120.3261,22.6555,True,仁武,122,3.79,High Risk
高雄市立鼎金國民中學,高雄市三民區,120.320505,22.655593,True,左營,112,3.55,High Risk
本館里集會所,高雄市三民區,120.3315,22.6557,True,仁武,122,3.71,High Risk
高雄市大樹區九曲國民小學,高雄市大樹區,120.423343,22.655886,True,屏東,78,6.91,Normal
高雄市立鼎金國民中學,高雄市三民區,120.322,22.6561,True,左營,112,3.64,High Risk
台灣基督教長老教會仁美教會短期收,高雄市鳥松區,120.3933,22.6562,True,鳳山,115,4.83,High Risk
高雄市三民區莊敬國民小學,高雄市三民區,120.3241,22.6563,True,仁武,122,3.75,High Risk
高雄市鼓山區內惟國民小學,高雄市鼓山區,120.2762,22.6565,True,左營,112,2.67,High Risk
大樹區綜合體育館,高雄市大樹區,120.4245,22.6569,True,屏東,78,6.76,Normal
高雄市立大樹國民中學,高雄市大樹區,120.422752,22.657006,True,屏東,78,6.93,Normal
高雄市立七賢國民中學,高雄市鼓山區,120.28928,22.657594,True,左營,112,1.96,High Risk
灣愛里活動中心,高雄市三民區,120.3213,22.6579,True,左營,112,3.47,High Risk
仁美營區,高雄市大樹區,120.4137,22.6579,False,鳳山,115,6.66,High Risk
高雄市立龍華國民中學,高雄市左營區,120.309546,22.658147,True,左營,112,2.52,High Risk
